id	word	other-1	other-2	other-3	pos	morphology	number	code	definitions
274	absterr	absterr	absterru	absterrit	V	2 1 TRANS		X X X C O	frighten off/away; drive away; deter, discourage; keep away/withhold from, den;
275	abstin	abstin	abstinu	abstent	V	2 1 X		X X X A O	withhold, keep away/clear; abstain, fast; refrain (from); avoid; keep hands of;
276	abstinax	abstinac			ADJ	3 1 POS		X X X E O	abstemious, staying away from liquor; temperate/sparing in drink/food;
277	abstinens	abstinent	abstinenti	abstinentissi	ADJ	3 1 X		X X X C O	abstinent, temperate; showing restraint, self restrained; not covetous; chaste;
278	abstinenter				ADV	POS		X X X C O	abstinently, with self restraint (esp. financial dealings); scrupulously;
279	abstinenti	abstinenti			N	1 1 F T		X X X B O	abstinence; fasting; moderation, self control, restraint; integrity; parsimony;
280	abstract	abstract			ADJ	1 1 POS		D S X E S	abstract (as opposed to concrete);
281	abstractio	abstraction			N	3 1 F T		D X X F S	separation;
282	abstrah	abstrah	abstrax	abstract	V	3 1 TRANS		X X X A O	drag away from, remove forcibly, abort; carry off to execution; split;
283	abstrud	abstrud	abstrus	abstrus	V	3 1 TRANS		X X X C O	thrust away, conceal, hide; suppress/prevent (emotion) becoming apparent;
284	abstrus	abstrus	abstrusi	abstrusissi	ADJ	1 1 X		X X X B O	secret, reserved; concealed, hidden; remote, secluded; abstruse, recondite;
285	abstruse				ADV	POS		X X X F S	secretly; remotely; abstrusely;
286	abstrusio	abstrusion			N	3 1 F T		D X X F S	removing, concealing;
287	abstul	abstul	zzz	zzz	V	3 1 TRANS		X X X F O	to take away, withdraw;
288	absum	absum	absumps	absumpt	V	3 1 TRANS		X X X A O	spend, waste, squander, use up; take up (time); consume; exhaust, wear out;
289	absumedo	absumedin			N	3 1 F T		X X X E O	act of squandering/wasting/using up; consuming/devouring consumption;
290	absumptio	absumption			N	3 1 F T		X X X E O	act of spending/using up; consumption; a consuming;
291	absurd	absurd			ADJ	1 1 POS		X X X B O	out of tune, discordant; absurd, nonsensical, out of place; awkward, uncouth;
292	absurde				ADV	POS		X X X C O	as to be out of tune, discordantly; preposterously, absurdly, inappropriately;
293	absurditas	absurditat			N	3 1 F T		F X X E E	absurdity, incongruity, nonsense;
294	absynthi	absynthi			N	2 2 N T		X X X E O	wormwood; absinthe, infusion/tincture of wormwood (often mixed with honey);
295	abund	abund			ADJ	1 1 POS		X X X F O	having plenty of water; copious (L+S, Late Latin);
296	abund	abund	abundav	abundat	V	1 1 X		X X X A O	abound (in), have in large measure; overdo, exceed; overflow; be rich/numerous;
297	abundans	abundant	abundanti	abundantissi	ADJ	3 1 X		X X X B O	abundant; overflowing; abounding, copious, in large measure; overdone; rich;
298	abundanter	abundantius	abundantissime		ADV	X		X X X B O	abundantly; profusely, copiously; on a lavish scale;
299	abundanti	abundanti			N	1 1 F T		X X X B O	abundance, plenty; riches; fullness; overflow, excess; discharge (of blood);
300	abundatio	abundation			N	3 1 F T		X X X E O	overflowing; abundance; overflow;
301	abunde				ADV	POS		X X X B O	abundantly; in profusion/abundance; more than enough; amply, exceedingly, very;
302	abus	abus			N	4 1 M T		X X X E O	abusing, misuse, wasting; using up;
303	abusio	abusion			N	3 1 F T		X G X C O	use of wrong synonym; catachresis, loose/improper use of a word/term/metaphor;
304	abusiv	abusiv			ADJ	1 1 POS		D X X E S	misapplied;
305	abusive				ADV	POS		X G X E O	loosely, catachresisly, by loose/improper use of language/term/metaphor;
306	abusor	abusor			N	3 1 M P		D E X F S	he who misuses;
307	abusque				ADV	POS		X X X C O	all the way from; from/since the time of;
308	abusque				PREP	ABL		X X X C L	all the way from; from/since the time of;
309	abut	abut	zzz	abus	V	3 1 DEP		X X X A O	waste, squander; abuse; misuse; use up; spend; exhaust; misapply (word); curse;
310	abvert	abvert	abvert	abvers	V	3 1 X		X X X E S	turn away from/aside, divert, rout; disturb; withdraw; steal, misappropriate;
311	abyss	abyss			N	2 1 F T		E E X D X	deep, sea; abyss; hell, infernal pit; bowels of the earth; primal chaos;
312	ac				CONJ			X X X A O	and, and also, and besides;
313	ac	ac			N	4 1 F T		X X X B O	needle, pin; hair-pin; pipefish, needlefish; detail; husks/chaff (pl.);
314	ac	ac	zzz	zzz	V	2 1 INTRANS		X X X F O	be sour;
315	acaci	acaci			N	1 1 F T		X A X C O	acacia, gum arabic tree; gum of this or related trees. gum arabic;
316	Academi	Academi			N	1 1 F W		X X X B O	academy, university; gymnasium where Plato taught; school built by Cicero;
317	academic	academic			ADJ	1 1 POS		X X X C O	academic; of the Academy/Academic philosophy/Cicero's Academics (views);
318	acalanthis	acalanthid			N	3 9 F T		X A X C S	small song-bird (of dark-green color); thistle-finch, goldfinch;
319	acaleph	acaleph			N	1 6 F T		D A X F S	nettle (plant);
320	acan	acan			N	2 1 M T		X A X N O	pine thistle;
321	acan	acan			N	2 6 M T		D A X F S	thistle (plant);
322	acanth	acanth			N	2 1 M T		X A X C O	bear's-foot, (black) hellbore (plant); gum arabic tree/wood;
323	acanth	acanth			N	2 6 M T		X A X C O	bear's-foot, (black) hellbore (plant); gum arabic tree/wood;
324	acanthi	acanthi			N	2 8 N T		X A X N O	species of cotton plant or thistle; cotton thistle;
325	acanthi	acanthi			ADJ	1 1 POS		X A X F O	made from some species of cotton plant;
326	acanthic	acanthic			ADJ	2 6 POS		X A X N O	from pine-thistle; [only ~e mastiche => gum/mastich from pine-thistle/helxine];
327	acanthic	acanthic			ADJ	2 8 POS		X A X N O	from pine-thistle; [only ~e mastiche => gum/mastich from pine-thistle/helxine];
328	acanthillis	acanthillid			N	3 1 F T		X A X F S	wild asparagus;
329	acanthin	acanthin			ADJ	1 1 POS		X A X D O	of/resembling bear's-foot/hellbore plant; (gum) arabic; of/made of cotton;
330	acanthis	acanthid			N	3 1 F T		X A X C O	small song-bird (thistle/gold finch L+S); groundsel (plant Senecio vulgaris);
331	acanthyllis	acanthyllid			N	3 1 F T		X A X N O	small song-bird;
332	acapn	acapn			ADJ	1 1 POS		X A X E O	obtained without smoke (honey); burning without smoke (wood); smokeless;
333	acapn	acapn			ADJ	2 6 POS		X A X E S	obtained without smoke (honey); burning without smoke (wood); smokeless;
334	acapn	acapn			ADJ	2 8 POS		X A X F S	obtained without smoke (honey); burning without smoke (wood); smokeless;
335	acar	acar			N	2 1 M T		G X X E K	mite;
336	acarn	acarn			N	1 1 F T		X A X F O	edible sea fish;
337	acarn	acarn			N	1 6 F T		X A X F O	edible sea fish;
338	acat	acat			N	2 1 F T		X W X F S	light vessel/boat;
339	acatalect	acatalect			ADJ	1 1 POS		D P X F S	verse in which no syllable is wanting in the last foot (opp. catalectus);
340	acatalectic	acatalectic			ADJ	1 1 POS		D P X F S	verse in which no syllable is wanting in the last foot (opp. catalecticus);
341	acatalepsi	acatalepsi			N	1 1 F T		F X X F M	scepticism;
342	acatholic	acatholic			ADJ	1 1 POS		F E X F E	non-catholic;
343	acatholice				ADV	POS		F E X F E	non-catholicly, in non-catholic manner;
344	acati	acati			N	2 2 N T		X W H E S	kind of light Greek sailing boat; large sail;
345	acati	acati			N	2 8 N T		X W H E O	kind of light Greek sailing boat; large sail;
346	acaunumarg	acaunumarg			N	1 1 F T		X X X N O	red marl (clayey limestone); (fertilizer used by Celts in Gaul/Britain);
347	acaust	acaust			ADJ	1 1 POS		X X X N S	incombustible;
348	acaust	acaust			ADJ	2 6 POS		X X X N O	incombustible;
349	acaust	acaust			ADJ	2 8 POS		X X X F O	incombustible;
350	acc	acc	zzz	zzz	V	2 1 TRANS		B X X E S	send for, summon (forth), fetch; invite; (w/mortum) commit suicide;
351	accan	accan	zzz	zzz	V	3 1 X		X D X F S	sing to/with;
352	accant	accant			N	4 1 M T		X G X F S	accent, intonation, accentuation, intensity, tone; signal, blast;
353	accant	accant	zzz	zzz	V	3 1 X		X D X E O	sing to (person); sing at (place);
354	accapit	accapit	accapitav	accapitat	V	1 1 INTRANS		F L X F M	admit subservience; acknowledge feudal liability;
355	acced	acced	access	access	V	3 1 X		X X X A O	come near, approach; agree with; be added to (w/ad or in + ACC); constitute;
356	accedenter				ADV	POS		D X X F S	nearly;
357	accedenti	accedenti			N	1 1 F T		X X X N O	additional quality;
358	acceler	acceler	accelerav	accelerat	V	1 1 X		X X X B O	speed up, quicken, hurry; make haste, act quickly, hasten; accelerate;
359	acceleratio	acceleration			N	3 1 F T		X X X F O	speeding up, quickening, acceleration, hastening;
360	acceleratr	acceleratr			N	2 2 N T		G X X E K	accelerator;
361	accend	accend	accend	accens	V	3 1 TRANS		X X X A O	kindle, set on fire, light; illuminate; inflame, stir up, arouse; make bright;
362	accendi	accendi			N	2 2 N T		X X X F S	kindling, setting on fire;
363	accendo	accendon			N	3 1 M P		X X X F S	inciter, instigator;
364	accens	accens			N	2 1 M P		X W X C O	attendant/orderly; supernumerary soldier (usu. pl.) [~ velatus => replacements];
365	accens	accens			N	4 1 M T		X X X N O	lighting; kindling, setting on fire;
366	accens	accens			ADJ	1 1 POS		X W X F S	reckoned among; attached, attending;
367	accens	accens	accensu	accens	V	2 1 TRANS		X X X E O	attach as an attendant to; add to;
368	accensibil	accensibil			ADJ	3 2 POS		D X X F S	burnable, that may be burned; burning;
369	accent	accent			N	4 1 M T		X G X C S	accent, intonation, accentuation, intensity, tone; signal, blast;
370	accent	accent	zzz	zzz	V	3 1 X		X D X E O	sing to (person); sing at (place);
371	accentiuncul	accentiuncul			N	1 1 F T		X G X F O	accent, intonation;
372	accentor	accentor			N	3 1 M P		D D X F S	one who sings with another;
373	accept	accept			N	1 1 F T		X L X E O	allotment, portion of land assigned to one person;
374	accept	accept			N	2 2 N T		X X X C O	receipts (vs. expenditures); favors; receipt side of account; written receipt;
375	accept	accept	acceptav	acceptat	V	1 1 TRANS		X X X C O	receive regularly, take (payment/food); be given (name); submit to; grasp idea;
376	accept	accept	accepti	acceptissi	ADJ	1 1 X		X X X B O	welcome, pleasing; popular with, well liked; dear; received/credited (money);
377	acceptabil	acceptabil			ADJ	3 2 POS		X X X C O	acceptable;
378	acceptari	acceptari			ADJ	1 1 POS		X L X F O	allotment-holding;
379	acceptat	acceptat	acceptati	acceptatissi	ADJ	1 1 X		X L X F O	acceptable, welcome, pleasing;
380	acceptator	acceptator			N	3 1 M P		D E X F S	one who accepts/approves; avenue/access/passage for admittance of the people;
381	acceptilatio	acceptilation			N	3 1 F T		X L X D O	formal release from an obligation;
382	acceptio	acception			N	3 1 F T		X X X E O	taking (over), accepting, receiving; meaning; sense;
383	acceptor	acceptor			N	3 1 M P		X X X F O	receiver; collector; believer, one who accepts as true; type of hawk;
384	acceptori	acceptori			ADJ	1 1 POS		X X X F O	designed/fit/suitable for receiving;
385	acceptrix	acceptric			N	3 1 F P		X X X F O	receiver (female); she who receives; believer, she who accepts as true;
386	accers	accers	accers	zzz	V	3 1 TRANS		X X X C S	send for, summon; indict/accuse; fetch, import; invite; invoke; bring on oneself
387	accers	accers	accersiv	accersit	V	3 1 TRANS		X X X A O	send for, summon; indict/accuse; fetch, import; invite; invoke; bring on oneself
388	accersi	accers	zzz	zzz	V	3 4 TRANS		X X X D O	send for, summon; indict/accuse; fetch, import; invite; invoke; bring on oneself
389	accersit	accersit			N	4 1 M T		X X X E O	summons, sending for;
390	accersit	accersit			ADJ	1 1 POS		X X X C O	brought from elsewhere, foreign; extraneous; self-inflicted (death); sent for;
391	accersitio	accersition			N	3 1 F T		D X X F S	summons, sending for; [dies ~ => day of death];
392	accersitor	accersitor			N	3 1 M P		X L X E O	one who comes to summon/call/fetch another; accuser;
393	access	access			N	1 1 F T		D X X E S	approach, arrival; entry, admittance, audience; hostile approach/attack; onset;
394	access	access			N	4 1 M T		X X X B O	approach, arrival; entry, admittance, audience; hostile approach/attack; onset;
395	accessibil	accessibil			ADJ	3 2 POS		D X X E S	accessible;
396	accessibilitas	accessibilitat			N	3 1 F T		D X X E S	accessibility;
397	accessio	accession			N	3 1 F T		X X X A O	approach; increase, bonus; accessory; attack, onset (fever, rage); fit;
398	accessit	accessit	accessitav	accessitat	V	1 1 INTRANS		X X X F O	approach repeatedly; keep on coming;
399	accessori	accessori			ADJ	1 1 POS		F E X E E	assessory, adjunct;
400	accessorie				ADV	POS		F E X F E	assessorily, in assessory/supplementary/adjunct manner;
401	acci	acc	acciv	accit	V	3 4 TRANS		X X X B O	send for, summon (forth), fetch; invite; (w/mortum) commit suicide;
402	acci	acci	acciv	accit	V	2 1 TRANS		D X X E S	send for, summon (forth), fetch; invite; (w/mortum) commit suicide;
403	accid	accid	accid	accis	V	3 1 TRANS		X X X C O	cut, cut into/down/up, hack, hew, fell; overthrow, destroy; cut short; weaken;
404	accid	accid	accid	accis	V	3 1 IMPERS		X X X C O	happens, turns out, befalls; fall upon; come to pass, occur;
405	accid	accid	accid	zzz	V	3 1 X		X X X A O	fall upon/down/to/at or near, descend, alight; happen, occur; happen to (DAT);
406	accidens	accident			N	3 4 N T		X X X C O	accidental happening, chance event, contingency; accident, circumstance;
407	accidental	accidental			ADJ	3 2 POS		F X X E Z	accidental;
408	accidenti	accidenti			N	1 1 F T		X X X E S	chance, casual event, that which happens;
409	accin	accin	zzz	zzz	V	3 1 X		X D X F S	sing to/with;
410	accinct	accinct			ADJ	1 1 POS		X X X E S	well girded; ready, prepared; strict (opp. negligens);
411	accing	accing	accinx	accinct	V	3 1 TRANS		X X X A O	gird on or about, surround; equip, provide (with); get ready, prepare (for);
412	accipi	accip	accep	accept	V	3 1 TRANS		X X X A O	take, grasp, receive, accept, undertake; admit, let in, hear, learn; obey;
413	accipiter	accipitr			N	3 1 C T		X A X C O	hawk (any of several species); flying gurnard (fish);
414	accipitr	accipitr	accipitrav	accipitrat	V	1 1 TRANS		X A X F O	tear, rend (like a hawk);
415	accipitrin	accipitrin			N	1 1 F T		X A X F O	act of a hawk; rapacity;
416	accit	accit			N	4 1 M T		X X X E O	summons, call;
417	accit	accit			ADJ	1 1 POS		X X X E O	imported, brought from abroad;
418	accitio	accition			N	3 1 F T		D X X F S	calling, summoning;
419	acclam	acclam	acclamav	acclamat	V	1 1 X		X X X C O	shout (at), cry out against, protest; shout approval, applaud;
420	acclamatio	acclamation			N	3 1 F T		X X X C O	acclamation, shout (of comment/approval/disapproval); crying against; brawling;
421	acclar	acclar	acclarav	acclarat	V	1 1 TRANS		X X X F O	make clear, reveal, make manifest;
422	acclin	acclin			ADJ	3 2 POS		X X X C O	leaning/resting (on/against); sloping, inclined; disposed/inclined (to);
423	acclin	acclin	acclinav	acclinat	V	1 1 TRANS		X X X C O	lay down, rest (on) (w/DAT), lean against/towards, incline (to);
424	accliv	accliv			ADJ	1 1 POS		X X X C O	rising, sloping/inclining upward, ascending, up hill; steep;
425	accliv	accliv			ADJ	3 2 POS		X X X C O	rising, sloping/inclining upward, ascending, up hill; steep;
426	acclive	accliv			N	3 4 N T		X X X E O	upward slope;
427	acclivi	acclivi			ADJ	1 1 POS		E X X C N	well-disposed;
428	acclivitas	acclivitat			N	3 1 F T		X X X E O	slope, ascent, upward inclination, steepness;
429	acclud	acclud	acclus	acclus	V	3 1 TRANS		E X X E P	close up, shut the door;
430	accognosc	accognosc	zzz	zzz	V	3 1 TRANS		X X X E O	recognize (visually or by some other means);
431	accol	accol			N	1 1 C P		X X X C O	neighbor; one who lives nearby/beside; inhabitant;
432	accol	accol	accolu	accult	V	3 1 TRANS		X X X C O	dwell/live near; be a neighbor to;
433	accolens	accolent			N	3 3 M P		D X X D X	neighbors, people of the neighborhood;
434	accommod	accommod			ADJ	1 1 POS		X X X E O	fitting, convenient, suitable to, adapted to;
435	accommod	accommod	accommodav	accommodat	V	1 1 TRANS		X X X B O	adapt, adjust to, fit, suit; apply to, fasten on; apply/devote oneself to;
436	accommodat	accommodat	accommodati	accommodatissi	ADJ	1 1 X		X X X C O	fit/suitable/appropriate; suiting the interest (of); favorably disposed (to);
437	accommodate	accommodatius	accommodatissime		ADV	X		X X X C O	fittingly, in a suitable manner;
438	accommodatio	accommodation			N	3 1 F T		X X X E O	adjustment, willingness to oblige, complaisance; fitting, adapting, adaptation;
439	accomod	accomod			ADJ	1 1 POS		X X X E O	fitting, convenient, suitable to, adapted to;
440	accomod	accomod	accomodav	accomodat	V	1 1 TRANS		X X X E O	adapt, adjust to, fit, suit; apply to, fasten on; apply/devote oneself to;
441	accomodat	accomodat	accomodati	accomodatissi	ADJ	1 1 X		X X X E O	fit/suitable/appropriate; suiting the interests (of); favorably disposed (to);
442	accomodate	accomodatius	accomodatissime		ADV	X		X X X E O	fittingly, in a suitable manner;
443	accomodatio	accomodation			N	3 1 F T		X X X E O	adjustment, willingness to oblige, complaisance; fitting, adapting, adaptation;
444	acconger	acconger	accongerav	accongerat	V	1 1 TRANS		D E X F S	bear, bring forth;
445	accord	accord			N	2 2 N T		G D X E K	accord (musical);
446	accord	accord	accordav	accordat	V	1 1 X		F X X F M	agree with; harmonize;
447	accorde	accorde			N	2 8 N T		G D X E K	accordion;
448	accorpor	accorpor	accorporav	accorporat	V	1 1 TRANS		D X X F S	incorporate, fit/join to;
449	accred	accred	accredid	accredit	V	3 1 DAT		X X X C O	give credence to, believe; put faith in, trust;
450	accresc	accresc	accrev	accret	V	3 1 INTRANS		X X X B O	increase/swell, grow larger/up/progressively; be added/annexed to; arise;
451	accret	accret			ADJ	1 1 POS		X X X N O	overgrown with; encased in;
452	accretio	accretion			N	3 1 F T		X X X F O	increase, an increasing, increment;
453	accub	accub	accubu	accubit	V	1 1 X		X X X F O	lie near or by; recline at table;
454	accubit	accubit			N	2 2 N T		D X X F S	couch for large number of guests to recline at meals (triclinium/3 seats);
